Title,URL,Source,Type,DateTime,Article,Location,Keywords1,Keywords2
"Зам.-градският прокурор на София: Има информация, че жената е нападнала и други хора",https://btvnovinite.bg/bulgaria/zam-gradskijat-prokuror-na-sofija-ima-informacija-che-zhenata-e-napadnala-i-drugi-hora.html,btvnovinite.bg,TV news,2025-02-04 14:04:00,"Срещу 22-годишната жена, която намушка с нож трима мъже тази сутрин в София, е образувано досъдебно производство за опит за убийство, каза пред журналисти зам.-градският прокурор Иво Илиев. „Пострадали са трима мъже, единият от които е в тежко състояние със сериозна прободна рана в областта на корема. Тъй като нараняването би довело до сериозни последствия, включително и смърт, е образувано досъдебно производство за опит за убийство“, каза Илиев. Тепърва ще се установява дали има и други пострадали. Има информация, че жената е нападнала и други хора, които по някаква причина са се отървали без наранявания, уточни той. Разпитани са много очевидци, има и записи от камери, които ще бъдат прегледани. Разпитани са и близките на жената. „Основният въпрос е каква мярка ще се вземе спрямо нея, тъй като са налични данни, че страда от психично заболяване“, обясни Иво Илиев. „В този случай много важен въпрос, на който трябва да отговорят психиатрите, е дали в резултат на такова заболяване тя е разбирала свойството и значението на извършеното. Ако не е, законът е такъв, че не може да носи наказателна отговорност, а спрямо нея ще бъдат приложени съответните медицински мерки“, обясни зам.-градският прокурор на София. Жената е задържана и в момента се намира в Четвърто районно управление. Това дали ще бъде настанена в психиатрично заведение ще бъде преценено впоследствие. „Братът е заключил вратата на жилището, като тя е останал навън с нож в ръка“, поясни Николов. Виждайки агресиралата жена полицаите са използвали техническо средство – тейзър, и са я обезвредили. „В момента, в който служителите са предприели действията по задържане, тя е агресирала и срещу тях. Те са преустановили поредно такова пробождане, тъй като се е насочила към жена, която е преминавала в района“, разказа директорът на СДВР. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK",, жена,"уби, мушк, смърт"
9-годишно момиче почина в училище във Велико Търново,https://btvnovinite.bg/bulgaria/9-godishno-momche-pochina-v-uchilishte-vav-veliko-tarnovo.html,btvnovinite.bg,TV news,2025-01-31 16:37:00,"Под ръководството на Окръжната прокуратура във Велико Търново  се извършва разследване за изясняване на причините за смъртта на 9-годишно момиче, настъпила в училище в града Велико Търново. Днес в 14.30 часа в Районното управление в града е получен сигнал за починалото дете. От първоначалните действия по разследването е установено, че по време на следобедна занималня в училище, детето е колабирало, след което е починало, посочват от прокуратурата на сайта си. Образувано е досъдебното производство. Извършват се неотложни действия по разследването от следовател от Окръжен следствен отдел при ОП - Велико Търново. Разпитват се свидетели, извършва се оглед и ще бъде назначена съдебно медицинска експертиза, след получаване на резултатите от която ще се изясни причината за смъртта. Действията по разследването продължават под ръководството на Окръжната прокуратура във Велико Търново. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK",Велико Търново,момиче,смърт
"Казус с ТЕЛК: Решение на болна жена се бави пет месеца, оправдават се с пощите",https://btvnovinite.bg/bulgaria/kazus-s-telk-reshenie-na-bolna-zhena-se-bavi-pet-meseca-opravdavat-se-s-poshtite.html,btvnovinite.bg,TV news,2025-01-25 20:08:00,"Парадоксално забавяне от пет месеца на решение от ТЕЛК за тежко болна жена. Документите са подадени от нейни близки, за да се осигури необходимата ѝ целодневна грижа. След намесата на екипа на bTV се оказва, че решение е издадено, но се е загубило по пощата. Случаят е от Видин. 85-годишната Райна е с тумор в мозъка, с епилептични пристъпи и в начален стадий на деменция. При една от кризите едва не подпалва дома си. През последните години за болната се грижи семейство от същия квартал – от плащане на сметки, до хранене и хигиена. Цветелина и Светлин нямат роднинска връзка с възрастната жена, но мъжът има пълномощно от нея. Заболяванията ѝ започват да прогресират и постоянната помощ става наложителна. В началото на септември семейството подава документи в ТЕЛК-Видин за издаване на ново решение. Пет месеца по-късно, резултат няма. От лутането си в междуинституционалния лабиринт разбират, че документите са насочени за разглеждане от ТЕЛК-Добрич на случаен принцип, от там на същия принцип са препратени към ТЕЛК-Пловдив, където в крайна сметка издават новото решение, но то така и не стига до ТЕЛК-Видин. Изчерпали търпението и силите си, двамата търсят съдействие от bTV. Институциите реагират светкавично. Експертното решение пристигна за един ден, Цветелина придвижи документите към следващите институции и скоро ще е личен асистент на Райна. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK",Видин, жена,уби
"„Ще те смачкам, ще те убия, ще те довърша“: Мъж удрял с юмруци жена в София",https://btvnovinite.bg/bulgaria/shte-te-smachkam-shte-te-ubija-shte-te-dovarsha-mazh-udrjal-s-jumruci-zhena-v-sofija.html,btvnovinite.bg,TV news,2025-01-22 15:51:00,"Софийска районна прокуратура повдигна обвинение на 43-годишен мъж, заплашил с убийство жена. На 19 януари около 23:30 ч. в апартамент в столичния квартал „Стрелбище“ обвиняемият заплашил с убийство жена, като ѝ казал, че „ще я смачка, ще я убие и ще я довърши“. Той ѝ нанесъл удари с юмруци в областта на лицето и гръдния кош. Жената подала сигнал в полицията. За това престъпление законът предвижда до 6 години лишаване от свобода. 43-годишният мъж е осъждан. Предвид възможността да извърши друго престъпление той е задържан за срок до 72 часа. Предстои да бъде внесено искане за постоянното му задържане. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK",, жена,уби
"Мъж от Врачанско уби жена си, направила му забележка да спре да пие",https://btvnovinite.bg/bulgaria/mazh-ot-vrachansko-ubi-zhena-si-napravila-mu-zabelezhka-da-spre-da-pie.html,btvnovinite.bg,TV news,2025-01-19 20:08:00,"Нов смъртен случай след домашно насилие у нас. Във врачанското село Баница мъж преби жена си до смърт след като тя му направила забележка да спре да пие. Мъжът е арестуван, съобщи МВР. Случаите на домашно насилие в цялата страна се увеличават тревожно. Само в област Монтана през 2024 случаите на посегателства в дома са 1081 или 264 повече спрямо 2023 г., предава националната телевизия. В един от тях ограничителната заповед е нарушавана над 13 пъти. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK",Монтана, жена,"домашно насилие, преби, насил, смърт"
"Седнала на стол и с ръце, поставени на масата: Мъж държал възрастната си майка затворена в стая",https://btvnovinite.bg/bulgaria/sednala-na-stol-i-s-race-postaveni-na-masata-mazh-darzhal-vazrastnata-si-majka-zatvorena-v-staja.html,btvnovinite.bg,TV news,2025-01-17 11:43:00,"Задържаха 51-годишен мъж от село Трайково в община Лом, който упражнил домашно насилие над 79-годишната си майка, съобщиха от прокуратурата в Монтана. На 14 януари синът заплашил с убийство майка си и я принудил от 13 до 17 часа да стои в стая в къщата им, като седи на стол с ръце, поставени на кухненската маса. Насилникът забранил на възрастната жена да става и да излиза. След подадена жалба от майката вчера мъжът е задържан за 72 часа. Предстои да бъде внесено искане в съда за вземане на постоянна мярка за неотклонение „задържане под стража“, уточниха от Районната прокуратура в Монтана. През месец декември на миналата година случаите на домашно насилие в региона са седем, при три за същия период на 2023 г. От началото на тази година също има няколко случая, по които има и задържани с постоянна мярка хора. Най-нашумелият е с мъж на 55 години, за който се установи, че е бил двете си деца на 9 и 12 години, като децата бяха изведени от семейството и настанени в кризисен център. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK","Лом, Монтана",майка,"домашно насилие, уби, насил"
Мъж от Каспичан е задържан за побой над 91-годишната си майка,https://btvnovinite.bg/bulgaria/mazh-ot-kaspichan-e-zadarzhan-za-poboj-nad-91-godishnata-si-majka.html,btvnovinite.bg,TV news,2025-01-16 12:28:00,"Мъж на 59 години от Каспичан е задържан след семеен скандал, по време на който e нанесъл удари на 91-годишната си майка, съобщи БТА, позовавайки се на Областната дирекция на МВР в Шумен. По информация от полицията скандалът е възникнал около 15:00 часа вчера в семейното жилище в Каспичан. Мъжът е нанесъл удари в областта на тялото и главата на възрастната жена. След като е прегледана от екип на спешна помощ в Нови пазар, е установено, че тя е без травматични увреждания. По случая е образувано досъдебно производство. Мъж от Шумен бе задържан и във вторник след отправена закана за убийство към съпругата му. Преди това отново за домашно насилие бе задържан и 58-годишен шуменец. В края на ноември м.г. директорът на Областната дирекция на МВР в Шумен ст. комисар Георги Гендов съобщи, че от началото на 2024 година са издадени 146 заповеди за защита по Закона за домашното насилие, като 128 от тях са за незабавна, а 18 – за постоянна защита. За същия период на 2023 година издадените заповеди в областта са били 118.  Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK ","Каспичан, Нови пазар, Шумен",майка,"домашно насилие, уби, насил"
"Мъж, ударил майка си и приятелката си в Старозагорско, получи ефективна присъда",https://btvnovinite.bg/bulgaria/mazh-udaril-majka-si-i-prijatelkata-si-v-starozagorsko-poluchi-efektivna-prisada.html,btvnovinite.bg,TV news,2025-01-16 10:33:00,"Мъж на 49 години от Стара Загора получи общо наказание лишаване от свобода в размер на четири месеца за домашно насилие, при първоначален строг режим, съобщи БТА, позовавайки се на районния съд. Пред съда М.Я. призна, че на 2 ноември 2024 г. в село, находящо се в община Стара Загора, причинил леки телесни повреди на майка си и съжителката си, нанасяйки им удари в различни области на телата. Районен съд – Стара Загора е одобрил споразумение, постигнато между представител на Районна прокуратура – Стара Загора, обвиняемия и служебния му защитник, по силата на което е наложено ефективното наказание, уточниха от институцията. От наказанието следва да се приспадне времето, през което е бил с постоянна мярка за неотклонение „Задържане под стража“. Одобреното споразумение има последици на влязла в сила присъда, съобщиха още от пресцентъра. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK",Стара Загора,"приятелк, майка","домашно насилие, насил"
Полицията откри тяло на жена в коритото на река в Разлог,https://btvnovinite.bg/bulgaria/policijata-otkri-tjalo-na-zhena-v-koritoto-na-reka-v-razlog.html,btvnovinite.bg,TV news,2025-01-13 14:43:00,"Полицията откри тяло на жена в коритото на река в Разлог, съобщиха от ОДМВР-Благоевград. Около 10:25 часа на 10 януари в РУ-Разлог е получено съобщение, че в коритото на река Язо в гр. Разлог е забелязано тяло на починала жена. От незабавно пристигналите на място полицейски служители е установено, че тялото е на 51-годишна жена от гр. Разлог. При извършения първоначален оглед не са констатирани данни за физическо насилие. Назначена е аутопсия. Образувано е досъдебно производство. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK ","Благоевград, Разлог, гр. Разлог", жена,насил
"Прокуратурата в Костинброд обвини и задържа 44-годишен мъж, пребил майка си",https://btvnovinite.bg/bulgaria/prokuraturata-v-kostinbrod-obvini-i-zadarzha-44-godishen-mazh-prebil-majka-si.html,btvnovinite.bg,TV news,2025-01-09 17:08:00,"Районната прокуратура в Костинброд обвини и задържа 44-годишен мъж за причиняване на телесна повреда в условията на домашно насилие. На 7 януари около 23:00 ч. в жилище в Костинброд мъжът, с инициали П.С., нанесъл побой на майка си. Пострадалата е със средна телесна повреда, изразяваща се в закрита фрактура на лява ключица. П.С. е задържан за срок до 72 часа. Наблюдаващият прокурор е изготвил искане до съда за вземане на мярка за неотклонение „задържане под стража“ спрямо обвиняемия. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK",Костинброд,майка,"домашно насилие, насил"
"Обвиниха и задържаха бивш затворник, заканил се да убие 71-годишната си майка",https://btvnovinite.bg/bulgaria/zadarzhaha-mazh-zakanil-se-s-ubijstvo-na-71-godishnata-si-majka.html,btvnovinite.bg,TV news,2025-01-08 10:29:00,"Районната прокуратура в Стара Загора привлече като обвиняем 39-годишен мъж, заканил се с убийство на 71-годишната си майка. Той е задържан за срок до 72 часа с постановление на наблюдаващия прокурор. Случаят със заплахата е от 3 януари, но през продължителен период от време той подлагал възрастната жена на психически и физически тормоз, като напоследък случаите зачестили. На 3 януари той посетил жилището ѝ и започнал да се кара с нея, след което я хванал за шията и я заплашил с убийство. Мъжът, с инициали В.Г., е осъждан, като е бил в затвора за срок от четири години до август 2019 г., когато е бил освободен. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK",Стара Загора,майка,"уби, тормоз"
"Колко години затвор за Жечко Кюркчиев, който се вряза в кръгово с над 100 км/ч и причини смъртта на млада жена?",https://btvnovinite.bg/bulgaria/kolko-godini-zatvor-za-zhechko-kjurkchiev-kojto-se-vrjaza-v-kragovo-s-nad-100-km-ch-i-prichini-smartta-na-mlada-zhena.html,btvnovinite.bg,TV news,2025-01-06 20:54:00,"Ефективна присъда от 3 години и 4 месеца затвор за Жечко Кюркчиев, който през есента на 2022 година при тежка катастрофа в Шумен причини смъртта на 22-годишната Светомира Станчева. Автомобилът на 18-годишния тогава мъж се вряза в кръгово кръстовище със 103 км/ч и удари колата на Светомира. Тя загина, а спътничката ѝ беше ранена. Малко по-късно, докато се водеше разследване, джипът на Кюркчиев, който е веществено доказателство, изгоря при неизяснени обстоятелства на наказателния паркинг на полиция. Присъдата на мъжа идва след второ разглеждане на делото от Апелативен съд – Варна. Първоначално наказанието беше условно, но на третата инстанция съдът върна процеса за ново разглеждане. Сегашната присъда може да бъде обжалвана пред Върховния касационен съд. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK","Варна, Шумен", жена,смърт
"Обещавал, че ще се промени: Прокуратурата във Видин заведе дело срещу мъж за домашно насилие",https://btvnovinite.bg/bulgaria/obeshtaval-che-shte-se-promeni-prokuraturata-vav-vidin-zavede-delo-sreshtu-mazh-za-domashno-nasilie.html,btvnovinite.bg,TV news,2025-01-06 15:51:00,"Районната прокуратура във Видин внесе в съда обвинителен акт срещу 43-годишен мъж за причиняване на телесна повреда и отправяне на закана с убийство. През април 2024 г. мъжът с инициали П.М. заживял на съпружески начала с А.Н. в квартирата ѝ във Видин. Заради ревност от страна на мъжа между двамата възниквали скандали. След няколко предупреждения относно психическия тормоз и вербалните обиди жената прекратила връзката им. Обвиняемият обаче продължил да ѝ се обажда по телефона, настоявал за среща и я уверявал, че ще се промени. Няколко месеца по-късно, на 7 август, мъжът нападнал жената в квартирата ѝ, като ѝ нанесъл удари с юмрук в лицето и по тялото, счупил очилата ѝ, извадил нож и го насочил към нея, докато я заплашвал с думи. Пострадалата подала жалба в полицейското управление. По делото е била назначена и изготвена съдебномедицинска експертиза, според заключението на която на А.Н. била причинена телесна повреда – кръвонасядания и фрактура на ребро. Делото продължава в съда. По искане на прокуратурата във Видин по друго дело за престъпления, извършени в условията на домашно насилие, спрямо обвиняемия Ц.Ц., на 52 години, е взета мярка за неотклонение „задържане под стража“. В хода на разследването е установено, че на 23 декември 2024 г. в гр. Грамада той нанесъл удари с юмруци в областта на главата и тялото на баща си. Мъжът продължил побоя и след като пострадалият паднал, заканил му се с убийство. Извършените от обвиняемия Ц.Ц. престъпления са с висока степен на обществена опасност. С мярка за неотклонение „задържане под стража“ е и 34-годишен мъж с инициали К.М., привлечен в качеството на обвиняем за причиняване на телесна повреда на жена - Я.А. На 17 декември 2024 г. в жилище в гр. Видин той ѝ нанесъл удари с юмруци в областта на лицето и ритник с крак по тялото. В резултат на побоя на пострадалата е причинена фрактура на ребро, довела до трайно затруднение на снагата. Разследването по досъдебните производства продължава под надзора на прокуратурата. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK","Видин, Грамада, гр. Видин, гр. Грамада",домашно насилие,"домашно насилие, уби, тормоз, насил"
Убийство в Ямбол: Заловена е млада жена,https://btvnovinite.bg/bulgaria/ubijstvo-v-jambol-zalovena-e-25-godishna-zhena.html,btvnovinite.bg,TV news,2025-01-04 11:24:00,"Служители на Областната дирекция на МВР в Ямбол разкриха убийство на 57-годишен мъж. Извършителят е 25-годишна жена, която е задържана и оставена в ареста с прокурорска мярка за 72 часа. Това съобщи говорителят на полицията в Ямбол Татяна Павлова, пише БТА. Тялото на мъжа е намерено късно вечерта на 2 януари в района на бившето военно поделение „Червен баир” в северния край на Ямбол. То е открито при проверка на оперативен сигнал, допълниха от полицията. Престъплението е осъществено същия ден в намиращия се в тази зона бункер, посочиха от Окръжна прокуратура – Ямбол. Убитият мъж е от Бургас и е водел скитнически начин на живот, посочиха от полицията. Проверени са хората, с които е имал контакти в Ямбол и местата, които е посещавал. Открита е извършителката – 25-годишна жена от Ямбол, която е поддържала близки отношения с него. Тя е задържана в Нова Загора, където се е опитала да се укрие, допълниха още от ОД на МВР Ямбол. Пред полицаите жената е направила самопризнание и е описала механизма на извършване на престъплението. Убийството е извършено с нож, с който е нанесен удар в областта на врата на пострадалия, съобщиха от прокуратурата. Предстои Окръжната прокуратура в Ямбол да внесе в съда искане за вземане на мярка за неотклонение „задържане под стража“ по отношение на обвиняемата с инициали М.Ш. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK","Бургас, Нова Загора, Ямбол", жена,уби
„Приятелят ѝ я намерил мъртва“: Младо момиче е открито безжизнено в Чепеларе,https://btvnovinite.bg/bulgaria/prijateljat-ja-nameril-martva-mlado-momiche-e-otkrito-bezzhizneno-v-chepelare.html,btvnovinite.bg,TV news,2025-01-01 15:19:00,"20-годишно момиче от Варненско е починало в новогодишната нощ в Чепеларе. Това съобщи старши комисар Цветан Цанков – директор на Областната дирекция на МВР – Смолян, пише „Фокус“. „Момичето е празнувало с голяма компания в къща в родопския град. Приятелят ѝ си е легнал да спи към 01:00 часа, а тя го последвала около 02:00 часа. Тази сутрин приятелят ѝ я е открил мъртва. Трагедията е голяма“, коментира ст. комисар Цанков. Той допълни, че свидетели твърдят, че тя е изпила голямо количество уиски. Все още обаче се изясняват причините за смъртта. Предстои да се извършат експертизи и съдебният лекар да установи точната причина, довела до фаталния край на младата жена. В новогодишната нощ е имало и едно сбиване в Пампорово. Няма регистрирани други сериозни инциденти, каза още директорът на полицията в Смолян. Последвайте ни за още актуални новини в Google News Showcase Последвайте btvnovinite.bg във VIBER Последвайте btvnovinite.bg в INSTAGRAM Последвайте btvnovinite.bg във FACEBOOK","Смолян, Чепеларе",момиче,смърт
