Title,URL,Source,Type,DateTime,Article,Location,Keywords1,Keywords2
ЗАЩИТА ОТ ДОМАШНО НАСИЛИЕ: Какви са начините за превенция и подкрепа? (ВИДЕО),https://nova.bg/news/view/2021/02/10/315165/%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%B0-%D0%BE%D1%82-%D0%B4%D0%BE%D0%BC%D0%B0%D1%88%D0%BD%D0%BE-%D0%BD%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B5-%D0%BA%D0%B0%D0%BA%D0%B2%D0%B8-%D1%81%D0%B0-%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%B8%D1%82%D0%B5-%D0%B7%D0%B0-%D0%BF%D1%80%D0%B5%D0%B2%D0%B5%D0%BD%D1%86%D0%B8%D1%8F-%D0%B8-%D0%BF%D0%BE%D0%B4%D0%BA%D1%80%D0%B5%D0%BF%D0%B0-%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE/,nova.bg,TV news,2021-02-10 16:51:00,"15 жени са убити за последната година. Увеличават се сигналите от жени за агресия и насилие над тях и децата им. За 2020-та година са издадени над 3000 ограничителни заповеди, но смущаващите цифри станаха повод за търсене на законодателни промени. Какви са те, ще дадат ли ефект и кой и как до тогава ще защитава жертвите на домашен произвол в предаването ""Социална мрежа"" по NOVA NEWS гостуват Гергана Куцева от Български фонд за жените, Диана Николова, жертва на домашно насилие и Цветелина Цекова, създател на група за подкрепа. ""Вече имаме шанс да имаме статистика за домашно насилие. Ако искаме да се справим с него, трябва да познаваме добре проблема. Много често насилието рецидивира – мъжът е насилник и в следващите си връзки, а той понякога сменя местоживеенето си"", споделя Гергана Куцева. Според нея културата ни обезценява жените - не ги поставя наравно с мъжете. Диана Николова пък разказа за 14-те години, в които е бяла жертва на домашно насилие. ""От 7 години нямам проблеми. Той не прекъсна с прекъсването на връзката, насилниците обикновено тормозят жената и след приключване на отношения. След месец-два разбираше, че вече нещата няма да се получат"". 15 жени са убити при домашно насилие през последната година По думите й чувството за вина и срамът са много големи. Изключително трудно е да споделиш. А много жени не признават, че са жертви, защото не им е било посягано, а това не е правилно, защото има емоционално насилие, психологическо. ""Жена в такава ситуация не е жертва. Всички сме сървайвърс (оцеляващи). Имали сме куража да го преодолеем. Бъдете до някого, ако знаете, че е жертва на насилие, за подкрепа – това дава голяма сила. Помагаме на жените като им намираме работа или им осигуряваме образование"", обясни Диана Николова. Цветелина Цекова е създател на група за подкрепа, чрез която с продажба на тениски  събира средства в помощ на жени, с цел психологична подкрепа. Тя сподели, че книгата „Новата прическа на Вики“ е резултат от болезнен процес и разказва за детството на жертвата и насилника. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК, iOS (Apple) ТУК и и HUAWEI AppGallery ТУК.",,домашно насилие,"домашно насилие, уби, тормоз, насил, жертва"
"Изпращат на съд сириец, обвинен в изнасилване на жена в София",https://nova.bg/news/view/2021/02/09/314993/%D0%B8%D0%B7%D0%BF%D1%80%D0%B0%D1%89%D0%B0%D1%82-%D0%BD%D0%B0-%D1%81%D1%8A%D0%B4-%D1%81%D0%B8%D1%80%D0%B8%D0%B5%D1%86-%D0%BE%D0%B1%D0%B2%D0%B8%D0%BD%D0%B5%D0%BD-%D0%B2-%D0%B8%D0%B7%D0%BD%D0%B0%D1%81%D0%B8%D0%BB%D0%B2%D0%B0%D0%BD%D0%B5-%D0%BD%D0%B0-%D0%B6%D0%B5%D0%BD%D0%B0-%D0%B2-%D1%81%D0%BE%D1%84%D0%B8%D1%8F/,nova.bg,TV news,2021-02-09 15:07:00,"Софийската районна прокуратура внесе за разглеждане в съда обвинителен акт срещу 44-годишен сирийски гражданин за изнасилване на жена. Деянието е извършено в условията на опасен рецидив, съобщават от СРП. Сириец преби и изнасили млада жена в София На 23.11.2020 г. около 20,00 ч. пострадалата била пред жилищен блок в столичния квартал „Свобода“. Тогава тя срещнала обвиняемия Н.М., с който се познавали. С.В. го помолила да ѝ върне пари, които ѝ дължал. Обвиняемият предложил да отидат да дома му, за да ѝ ги даде. Когато влезли в жилището, той нападнал пострадалата. Удрял я с ръце по лицето и тялото. Жената се борела с него през цялото време. Въпреки това, той се съвкупил с нея против волята ѝ, като продължавал да я бие. Вследствие на ударите пострадалата получила частични счупвания на два зъба, кръвонасядания и др. Задържаха издирван от Интерпол за изнасилване на дете В хода на разследването било установено, че деянието е извършено в условията на опасен рецидив, тъй като мъжът е бил осъждан за тежко умишлено престъпление и два или повече пъти - за умишлени престъпления от общ характер. Спрямо него била взета мярка за неотклонение „задържане под стража“ Предстои делото да продължи в Софийския районен съд. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК, iOS (Apple) ТУК и HUAWEI AppGallery ТУК.",, жена,"преби, изнасил, насил"
"Годеницата на Скатов: Прибираме се заедно, но не както си го представях",https://nova.bg/news/view/2021/02/07/314699/%D0%B3%D0%BE%D0%B4%D0%B5%D0%BD%D0%B8%D1%86%D0%B0%D1%82%D0%B0-%D0%BD%D0%B0-%D1%81%D0%BA%D0%B0%D1%82%D0%BE%D0%B2-%D0%BF%D1%80%D0%B8%D0%B1%D0%B8%D1%80%D0%B0%D0%BC%D0%B5-%D1%81%D0%B5-%D0%B7%D0%B0%D0%B5%D0%B4%D0%BD%D0%BE-%D0%BD%D0%BE-%D0%BD%D0%B5-%D0%BA%D0%B0%D0%BA%D1%82%D0%BE-%D1%81%D0%B8-%D0%B3%D0%BE-%D0%BF%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D1%8F%D1%85/,nova.bg,TV news,2021-02-07 11:53:00,"Годеницата на Атанас Скатов, който загина в подножието на върха К2 при опит да го изкачи, трогна социалните мрежи с прочувствен пост. Шени Бензеш беше заедно с българина в Пакистан и ще придружи тялото му обратно по пътя към дома. ТРАГЕДИЯ: Атанас Скатов загина при опит да изкачи К2 (ОБЗОР) ""Сълзите от време на време пресъхват, но не и болката в сърцето ми! Спомена за теб и усмихнатото ти лице са навсякъде около мен! Тръгнахме заедно и се прибираме заедно, но не по начина, по който си го представях, скъпи мой. Този дълг към теб е толкова труден, любов моя! Да си документ в ръцете ми, а теб да те няма! Защо?! Искам да мога да изчезна. Надалеч! За много дълго! Докато забравя, но знам че това е невъзможно! Никога няма да те забравя! Знам, че си на по – добро място и искам да знаеш, че живееш и ще живееш в сърцето ми, както в сърцата на твоите близки и семейство, в сърцето на Васко, в сърцата на майката ти, на баща ти, на сестра ти и в сърцата на много други хора!"", пише тя. Алпинист: Човешка грешка отне живота на Скатов (ВИДЕО) ""Ох, как ужасно, ужасно, ужасно много жадувам за един последен разговор, за още една топла прегръдка, която да продължи толкова дълго, че ръцете ми да се вкаменят и да не мога да те пусна! Помня вечерта в която те изпратих… стъпките ти… да не бях…! Обичам те заради това, което си! Нямах право да те спра! Само егоистичната ми любов иска да те задържи, но ти принадлежиш на своята кауза! Рискува живота си за нея и знам, че успя! Имаше цел! Имаше мисия! Всеки ден от живота си изживяваше своята вяра! Живота ти не бе напразен. Имаше толкова много смисъл в него. Остави толкова много след себе си. Ти бе и си мотивация за много хора. Знам, че знаеш, но просто исках да ти го кажа! Както искам да ти кажа още милион пъти „ОБИЧАМ ТЕ“! Толкова много болка, която не утихва! Винаги си ми казвал, че съм много силна и понякога безразсъдно смела и луда. Да, мило! Но не колкото теб! Ти бе и си един удивителен и уникален човек, за който думите са недостатъчни! Непоправим мечтател и идеалист. Идеалист чак до наивност! Силен, любящ, храбър, доблестен, добър и смел мъж! Много упорит, дисциплиниран и целенасочен! Още се удивлявам на възможността ти да се справяш и правиш толкова много неща на куп и винаги, за да не е денят ти напразен общуваше с планината или спортуваше! Твоята душа е там, където принадлежи….високо, високо, високо…"", гласи постът на Шени. Майката на Скатов: Ако не мислеше, че ще успее, нямаше да тръгне  Сълзите от време на време пресъхват, но не и болката в сърцето ми! Спомена за теб и усмихнатото ти лице са навсякъде...  КАДРИ ОТ ДРОН: Смъртоносният К2, който отнема живота на всеки четвърти катерач (ВИДЕО) ""Тази сутрин изпитах такова угризение на съвестта, че чак се намразих. След два дни почти без храна на успокоителни лекарства, осъзнах че трябва да хапна нещо. Извинявай, любов моя! Изядох няколко резена плод без теб, но едвам ги преглътнах! Последните дни си мечтаехме за съвсем обикновени и дребни неща. Да се върнем на топло. Да ядем свежи плодове и зеленчуци. Да си вземем топъл душ. Знам колко много изстрада и бях свидетел на това колко е трудно да се храниш по време на експедиции и знам колко много обичаше плодове. Обожаваше ги! Всяка сутрин ядеше плодове, но не и тази. Не и с мен! Щастието е в дребните неща и аз имах привилегията да ги споделя с теб и да бъда до теб! Благодаря ти, любов моя ! Благодаря ти, че сподели твоя свят с мен! Благодаря за хоризонтите, които ми показа и разкри! Благодаря ти, че те имаше! Благодаря ти, че ти бе един от малкото хора, които вярваха в моите лудости! Изключителна рядка личност! Когато ти споделих моята мечта да обиколя Южна Америка с колело, ти не ми се изсмя. Просто каза, че съм луда и че може да го направим, след като приключиш твоя проект с изкачването на най – високите върхове на планетата! Имахме толкова много общи мечти и планове! Вярвахме, че може да имаме нашето малко семейство извън матрицата и знаеш, че бях готова да те последвам навсякъде и въпреки всичко! Това не е Сбогом, любов моя! ПОЧИВАЙ В МИР!"", завършва годеницата на Скатов. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК, iOS (Apple) ТУК и HUAWEI AppGallery ТУК. ",,годеница,смърт
"Майката на Скатов: Ако не мислеше, че ще успее, нямаше да тръгне",https://nova.bg/news/view/2021/02/05/314495/%D0%BC%D0%B0%D0%B9%D0%BA%D0%B0%D1%82%D0%B0-%D0%BD%D0%B0-%D1%81%D0%BA%D0%B0%D1%82%D0%BE%D0%B2-%D0%B0%D0%BA%D0%BE-%D0%BD%D0%B5-%D0%BC%D0%B8%D1%81%D0%BB%D0%B5%D1%88%D0%B5-%D1%87%D0%B5-%D1%89%D0%B5-%D1%83%D1%81%D0%BF%D0%B5%D0%B5-%D0%BD%D1%8F%D0%BC%D0%B0%D1%88%D0%B5-%D0%B4%D0%B0-%D1%82%D1%80%D1%8A%D0%B3%D0%BD%D0%B5/,nova.bg,TV news,2021-02-05 15:52:00,"Родителите на Атанас Скатов все още очакват официална информация от властите за съдбата на сина си. „Във вторник се чухме за последно и каза, че тръгват”, разказа пред NOVA майка му Мария Стоянова. „Имаха само 2 дни прозорец. Много е малко, но каза, че ще се опитат. Каза, че ще бъдат в лагер 2 и оттам още 40 часа ще се върви непрестанно”, разказа още Мария Стоянова. Откриха тялото на Атанас Скатов По пътя им е имало много лед, скали и вятър. „Казахме му: „Ще успееш”. Ако не мислеше, че ще успее, нямаше да тръгне”, разказа още Мария Стоянова. Разкриха причината за падането на Скатов Семейството му е следяло GPS-а му. Когато спрял, помислили, че почива. „След 3 часа започнаха да се обаждат хора, а ние нищо не знаехме”, обясни Мария Стоянова. Смъртоносният К2 – върхът, който отнема живота на всеки четвърти катерач Репортер: Георги Манев За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК, iOS (Apple) ТУК и HUAWEI AppGallery ТУК.",,майка,смърт
"9-годишно момиче трябва да изплаща заем, наследен от починалата й майка",https://nova.bg/news/view/2021/02/03/314199/9-%D0%B3%D0%BE%D0%B4%D0%B8%D1%88%D0%BD%D0%BE-%D0%BC%D0%BE%D0%BC%D0%B8%D1%87%D0%B5-%D1%82%D1%80%D1%8F%D0%B1%D0%B2%D0%B0-%D0%B4%D0%B0-%D0%B8%D0%B7%D0%BF%D0%BB%D0%B0%D1%89%D0%B0-%D0%B7%D0%B0%D0%B5%D0%BC-%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D0%B5%D0%BD-%D0%BE%D1%82-%D0%BF%D0%BE%D1%87%D0%B8%D0%BD%D0%B0%D0%BB%D0%B0%D1%82%D0%B0-%D0%B9-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B0/,nova.bg,TV news,2021-02-03 19:10:00,"Абсурден случай, след трагедия на пътя! Деветгодишно момиче трябва да изплаща заем, наследен от починалата й майка! При инцидент от миналото лято, млада жена от София беше пометена от кола на пътя край Созопол. Въпреки изяснените обстоятелства около трагедията, на този етап застрахователят не покрива дълга й, въпреки сключената полица. Така детето дължи 30 хиляди лева. В нощта на 26-ти юли кола помита 34-годишната Юлия Ангелова. Шофьорът бяга без да окаже помощ и втора кола удря отново младата жена. След множество травми майката на 9-годишното момиче умира. Бившият мъж на прегазената Юлия: Убиецът да обясни на дъщеря ни, защо майка й е мъртва Няколко месеца след инцидента шофьорът е установен, но заради малкото доказателства днес е на свобода. Сега 9-годишното дете живее с баща си. „Тя самата ме попита дали ако го хванат, ще я заведа при него да го попита, какво е направил с майка й. Определено искам справедливост и да разбера какво е станало. Човекът, който е направил това, да си понесе отговорността“, казва Цветелин Цеков, бивш съпруг на Юлия Ангелова. Докато чака справедливост, 9-годишната дъщеря на блъснатата жена, получава известие за кредит с остатък от 27 000 лв. Дългът е застрахован, като при смърт, компанията трябва да погаси задължението в пълен размер. Вече седми месец това не се случва. Бившият съпруг на Юлия недоумява защо. „До настоящия момент абсолютно нищо, един или два пъти съм разговарял с човека от там, той ми обясни, че когато излязат със становище, ще бъдем уведомени или от там, или от банката“, добавя Цветелин. Междувременно застрахователят иска от Окръжната прокуратура в Бургас експертиза за това дали Юлия е била пияна. За NOVA от там потвърдиха, че са изпратени кръвни проби за анализ в две съдебно-медицински лаборатории – в Бургас и във Военна болница-София. „Никъде не пише, че пешеходец не може да употреби алкохол и да си ходи по улицата. Още повече, че тя е била в насрещното и се е движела пеша, както се прави“, казва още Цветелин Цеков. Пешеходец загина, блъснат от няколко автомобила последователно Експертизата трябва да е готова до месец. Дали блъсната жена е употребила алкохол, няма правни последици, смята адвокат Людмил Рангелов, тъй като тя е била пешеходец, движещ се съгласно правилата. „Съдебната практика преодолява такава претенции, като изисква от застрахователя да докаже, че употребата на алкохол от пешеходката има някаква, дори и косвена причинно-следствена връзка с ПТП. Това няма как да го установи застрахователят. Според мен това е просто един мотив за забавяне“, смята адвокат Людмил Рангелов. През това време, въпросите в главата на 9-годишната дъщеря на Цветелин са много. „Пита ме дали мама сега е на по-добро място. Иска от мен да ходим на гроба й. Ходим често. Дори в момента е на психолог, защото се възстановява“, добавя бащата. От застрахователната компания коментираха лаконично за NOVA, че е започнало вътрешно разследване по случая, след изпратените от нас въпроси. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК или iOS (Apple) ТУК. Абонирайте се БЕЗПЛАТНО за информационния бюлетин на nova.bg ТУК, за да получавате най-важните новини от деня на електронната си поща.","Бургас, Созопол","момиче, майка","уби, смърт"
Български фонд на жените търси смели идеи за 8 март (ВИДЕО),https://nova.bg/news/view/2021/01/28/313382/%D0%B1%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B8-%D1%84%D0%BE%D0%BD%D0%B4-%D0%BD%D0%B0-%D0%B6%D0%B5%D0%BD%D0%B8%D1%82%D0%B5-%D1%82%D1%8A%D1%80%D1%81%D0%B8-%D1%81%D0%BC%D0%B5%D0%BB%D0%B8-%D0%B8%D0%B4%D0%B5%D0%B8-%D0%B7%D0%B0-8-%D0%BC%D0%B0%D1%80%D1%82-%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE/,nova.bg,TV news,2021-01-28 16:01:00,"Смели идеи, с които да отбележим правата и приноса на жените в българия и по света. Това е целта на конкурса, който организират от Българския фонд за жените по случай 8-и март. Малко преди изтичането на крайния срок за кандидатстване, в ""Социална мрежа"" по NOVA NEWS разкриваме какви са условията за участие и кои са най-важните теми, които трябва да бъдат засегнати по повод международния ден на жените. ""Финансирането е до 2000 лв., има и 70-годишни желаещи. Има много различни послания. Сред тях са грижа за жени от център за възрастни хора, образование на момичета, книжка за женски права, онлайн кампания за правата на жените"". Това сподели Надежда Дерменджиева, изпълнителен директор на Фонда. (НЕ)ИДЕАЛНИ ФОРМИ: Жените са красиви във всякакви размери ""Равен е броят на организации и индивидуални кандидатури на жени. 10 проекта планираме да подкрепим. Могат да кандидатстват на страницата на Български фонд на жените. Формулярът е онлайн"", обясни тя. По нейните думи през целия март ще има шанс да бъдат реализирани проектите. Повечето ще се случат на 8 март. Според нея най-големият проблем е насилието над жените. Ето защо се предвижда национална комисия за борба с домашното насилие. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК, iOS (Apple) ТУК и и HUAWEI AppGallery ТУК.",, жени,насил
15 жени са убити при домашно насилие през последната година,https://nova.bg/news/view/2021/01/26/313071/15-%D0%B6%D0%B5%D0%BD%D0%B8-%D1%81%D0%B0-%D1%83%D0%B1%D0%B8%D1%82%D0%B8-%D0%BF%D1%80%D0%B8-%D0%B4%D0%BE%D0%BC%D0%B0%D1%88%D0%BD%D0%BE-%D0%BD%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B5-%D0%BF%D1%80%D0%B5%D0%B7-%D0%BF%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B0%D1%82%D0%B0-%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0/,nova.bg,TV news,2021-01-26 13:14:00,"Тревожни данни за жертвите на домашно насилие. Според неправителствени организации само за последната година у нас са убити 15 жени. 9 от тях в месеците на пълен локдаун. Зачестяват сигналите за домашно насилие и над мъже, деца и възрастни хора. Проектът на Закона за домашното насилие да се разгледа от Народното събрание през този мандат. За това настоя омбудсманът Диана Ковачева по време на онлайн конференция. Правосъдното министерство предлага нови мерки срещу домашно насилие Към момента по официалните данни на МВР през 2020 година  българските съдилища са издали 3057 ограничителни заповеди. 349 от тях са за насилие спрямо мъже, 898 спрямо деца и най-много - 2500 спрямо жени. Тревожната статистика доведе до спешни предложения за промяна в Закона за домашното насилие, които вече са пуснати за обществено обсъждане. Промените в Закона за защита от домашното насилие се чакат от дълго време. Журналистът Мария Касимова е една от първите жени у нас, престрашили се да говорят публично за проблема, през личния си опит. Сега подкрепя новите идеи. „Много е важно да бъде премахнато понятието системен тормоз. Какво означава това от третия път? Това не е детска приказка – 1,2,3, насилие започни. То или е насилие, или няма такова”, каза тя. СЛЕД ДОМАШНО НАСИЛИЕ: Агресивен мъж уби трима полицаи, дошли да помогнат на жена му С предложените промени  се разширява кръгът на лицата, които имат право на защита, премахва се условието за системен тормоз и се създава официален регистър за пострадалите от домашно насилие. Освен това ограничителната заповед вече ще включва и обажданията по телефона, писане на съобщения и имейли. „Тъй като в момента дори съдът да забрани на извършителя да доближава пострадалото лице, няма пречка той да продължи да комуникира с него”, казва Елена Кръстева - адвокат координатор на Алианса за защита от насилие основано на пола. А след установяване на случай на домашно насилие и жертвата и извършителят ще бъдат включени в програми за психологическа помощ. „Работата с насилника е изключително важна, защото ако той не осъзнае агресивните си импулси, рецидивът задължително се случва отново”, коментира психологът Силвия Димитрова. Предложенията трябва да бъдат приети спешно, още в този парламент, смятат експертите. „У нас от 30 процента до почти два пъти са се увеличили обажданията на телефонните линии за помощ на пострадалите от насилие през трите месеца на извънредното положение в страната”, посочва омбудсманът Дияна Ковачева. „Искам да напомня, че през 2020 домашното насилие се е увеличило с около 4 хиляди броя”, посочи министърът на правосъдието Десислава Ахладова. В сравнение с другите европейски страни България се очертава като една от водещите в негативната класация. „Честотата и тежестта на насилието над жени в България остават по-високи от средните за всички страни в ЕС”, каза Михаил Околийски – представител на Световната здравна организация в България. Общественото обсъждане на законопроекта приключва утре. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК или iOS (Apple) ТУК. Абонирайте се за информационния бюлетин на nova.bg ТУК, за да получавате най-важните новини от деня на електронната си поща. БЕЗПЛАТНО Е.",Елена," жени, домашно насилие","домашно насилие, уби, тормоз, насил, жертва"
"Какво е състоянието на жената, оцеляла 30 часа в Рила при минусови температури?",https://nova.bg/news/view/2021/01/21/312384/%D0%BA%D0%B0%D0%BA%D0%B2%D0%BE-%D0%B5-%D1%81%D1%8A%D1%81%D1%82%D0%BE%D1%8F%D0%BD%D0%B8%D0%B5%D1%82%D0%BE-%D0%BD%D0%B0-%D0%B6%D0%B5%D0%BD%D0%B0%D1%82%D0%B0-%D0%BE%D1%86%D0%B5%D0%BB%D1%8F%D0%BB%D0%B0-30-%D1%87%D0%B0%D1%81%D0%B0-%D0%B2-%D1%80%D0%B8%D0%BB%D0%B0-%D0%BF%D1%80%D0%B8-%D0%BC%D0%B8%D0%BD%D1%83%D1%81%D0%BE%D0%B2%D0%B8-%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B8/,nova.bg,TV news,2021-01-21 07:30:00,"Жена оцеля в Рила при безпрецедентни условия. 42-годишната туристка тръгнала на поход към Седемте рилски езера. По пътя обаче се загубила и трябвало да нощува сама в планината при -20 градуса, без екипировка и подслон. Забравен багаж подсказал на спасителите, че в планината бедства човек и след преход те намерили жената премръзнала, изтощена и с тежки травми. В момента Кремена Манова е настанена в болница в София. Вследствие на измръзването обаче има опасност да изгуби и двата си крака. „Оцеляла е, само защото не е заспала през цялата нощ. Казала е на служителите на лифта, че ще спи под звездите в иглу. Чудно е, че е стигнала до такава височина с тези обувки и дрехи. Нямаше дори ръкавици и шапка. Заради студа не можеше да си движи краката"", разказаха спасителите. Жена оцеля 30 часа в Рила при минусови температури Кремена Манова живее в село Пиперков чифлик, близо до Кюстендил. Местните не могат да повярват през какво изпитание е преминала жената. Някои я критикуват за безумния преход, други благодарят на планинските спасители. В Пиперков чифлик знаят, че Кремена е ясновидка. И затова не са изненадани, че се е озовала в планината заради желание да се докосне до свръхестественото. Според местните Манова няма здравословни проблеми. В селото са готови да й помогнат, за да може да се възстанови по-бързо. ЩАСТЛИВА РАЗВРЪЗКА: Спасиха блокирани туристи с 4 деца в Стара планина За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК или iOS (Apple) ТУК. Абонирайте се за информационния бюлетин на nova.bg ТУК, за да получавате най-важните новини от деня на електронната си поща. БЕЗПЛАТНО Е.","Кюстендил, Рила", жена,уби
"Най-тежката мярка за тримата, пребили и ограбили жена в Шуменско",https://nova.bg/news/view/2021/01/15/311685/%D0%BD%D0%B0%D0%B9-%D1%82%D0%B5%D0%B6%D0%BA%D0%B0%D1%82%D0%B0-%D0%BC%D1%8F%D1%80%D0%BA%D0%B0-%D0%B7%D0%B0-%D1%82%D1%80%D0%B8%D0%BC%D0%B0%D1%82%D0%B0-%D0%BF%D1%80%D0%B5%D0%B1%D0%B8%D0%BB%D0%B8-%D0%B8-%D0%BE%D0%B3%D1%80%D0%B0%D0%B1%D0%B8%D0%BB%D0%B8-%D0%B6%D0%B5%D0%BD%D0%B0-%D0%B2-%D1%88%D1%83%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%BE/,nova.bg,TV news,2021-01-15 14:52:00,"Извършителите на грабежа в шуменското село Велино, при който пострадаха възрастни хора, са с наложена мярка за неотклонение „задържане под стража“. Тя е определена след отправеното искане от страна на Окръжна прокуратура-Шумен, съобщават от държавното обвинение. Трима пребиха и ограбиха 92-годишна жена и социалния ѝ асистент (СНИМКИ+ВИДЕО) Окръженият съд в Шумен определи най-тежката мярка спрямо А.М., В.М. и М.М., които в ранните часове на 13.01.2021 г. разбили вратата на къщата, в която живеели трудноподвижна жена на 92 г. и грижещият се за нея 61-годишен мъж. Те започнали да удрят мъжа, искайки му пари. След това отишли в стаята, в която лежала жената, нанесли ѝ удари по лицето и поискали всичките ѝ пари. Извършители на обира бяха задържани само няколко часа след извършване на престъплението в резултат на бързи действия на криминалистите от МВР-Шумен и прокуратурата. Прокуратурата ще иска постоянен арест за тримата, пребили и ограбили жена в Шуменско (ВИДЕО) Окръжният прокурор на Шумен Маргарита Георгиева посети пострадалите още на следващия ден и ги информира, че нападателите са разкрити, задържани и ще бъдат съдени. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК или iOS (Apple) ТУК. Абонирайте се БЕЗПЛАТНО за информационния бюлетин на nova.bg ТУК, за да получавате най-важните новини от деня на електронната си поща.",Шумен, жена,преби
"Прокуратурата ще иска постоянен арест за тримата, пребили и ограбили жена в Шуменско (ВИДЕО)",https://nova.bg/news/view/2021/01/15/311642/%D0%BF%D1%80%D0%BE%D0%BA%D1%83%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0%D1%82%D0%B0-%D1%89%D0%B5-%D0%B8%D1%81%D0%BA%D0%B0-%D0%BF%D0%BE%D1%81%D1%82%D0%BE%D1%8F%D0%BD%D0%B5%D0%BD-%D0%B0%D1%80%D0%B5%D1%81%D1%82-%D0%B7%D0%B0-%D1%82%D1%80%D0%B8%D0%BC%D0%B0%D1%82%D0%B0-%D0%BF%D1%80%D0%B5%D0%B1%D0%B8%D0%BB%D0%B8-%D0%B8-%D0%BE%D0%B3%D1%80%D0%B0%D0%B1%D0%B8%D0%BB%D0%B8-%D0%B6%D0%B5%D0%BD%D0%B0-%D0%B2-%D1%88%D1%83%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%BE-%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE/,nova.bg,TV news,2021-01-15 10:08:00,"Прокуратурата ще поиска постоянен арест за тримата рецидивисти, които пребиха и ограбиха 92-годишна жена в шуменското село Велино. Нападателите са задържани няколко часа след извършването на престъплението. А обвиненията към тях са за грабеж и влизане с взлом в частен имот. Случаят е от сряда през нощта. Трима пребиха и ограбиха 92-годишна жена и социалния ѝ асистент (СНИМКИ+ВИДЕО) Мъжете на възраст между 20 и 44 години нахлули при възрастната жена и 61-годишния мъж, който се грижи за нея, нанесли им сериозен побой и си тръгнали с 20 лева. И тримата нападатели са с богато криминално минало. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК или iOS (Apple) ТУК. Абонирайте се БЕЗПЛАТНО за информационния бюлетин на nova.bg ТУК, за да получавате най-важните новини от деня на електронната си поща.",, жена,преби
"„Пресечна точка”: Не/възможни идеи за изборите, домашното насилие и родовите вражди",https://nova.bg/news/view/2021/01/14/311566/%D0%BF%D1%80%D0%B5%D1%81%D0%B5%D1%87%D0%BD%D0%B0-%D1%82%D0%BE%D1%87%D0%BA%D0%B0-%D0%BD%D0%B5%D0%B2%D1%8A%D0%B7%D0%BC%D0%BE%D0%B6%D0%BD%D0%B8-%D0%B8%D0%B4%D0%B5%D0%B8-%D0%B7%D0%B0-%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B8%D1%82%D0%B5-%D0%B4%D0%BE%D0%BC%D0%B0%D1%88%D0%BD%D0%BE%D1%82%D0%BE-%D0%BD%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B5-%D0%B8-%D1%80%D0%BE%D0%B4%D0%BE%D0%B2%D0%B8%D1%82%D0%B5-%D0%B2%D1%80%D0%B0%D0%B6%D0%B4%D0%B8/,nova.bg,TV news,2021-01-14 17:00:00,"В четвъртък в „Пресечна точка” седмичните коментатори водещият Богомил Грозев, журналистът Валерия Велева и певицата Виктория Величкова обсъдиха теми, свързани с предстоящите парламентарни избори и консултациите при президента, превенцията на домашното насилие с нов законодателен орган и родовите вражди. Откриха ли седмичните коментатори пресечната точка по тези теми - гледайте във видеото. За да научавате първи новините от България и света, изтеглете новото приложение на NOVA - за Android ТУК или iOS (Apple) ТУК. Абонирайте се БЕЗПЛАТНО за информационния бюлетин на nova.bg ТУК, за да получавате най-важните новини от деня на електронната си поща.",,домашното насилие,насил
