Title,URL,Source,Type,DateTime,Article,Location,Keywords1,Keywords2
Дъщерята на починала жена в дом във Варна търси истината за смъртта на майка си,https://bntnews.bg/news/dashteryata-na-pochinala-zhena-v-dom-vav-varna-tarsi-istinata-za-smartta-na-maika-si-1184832news.html,bntnews.bg,TV news,2022-02-10 10:55:00,"Дъщерята на починала възрастна жена, която е била настанена в Дома за стари хора ""Топли грижи"" във варненския квартал ""Галата"", търси истината за смъртта на майка си. Възрастната жена е прекарала в дома по-малко от месец. Приета е в болница със счупена тазобедрена става и бедрена кост и много синини по цялото тяло. Жената вече не е сред живите. Възрастната жена е с 95% деменция, постъпила е в дома на 2 декември миналата година. По-малко от месец след това, на 27 декември, е откарана в спешния център във Варна с множество наранявания и синини. ""Все още никой не може да ми обясни какво и как се е случило, представени са ми няколко версии - че е преместена в друга стая и двете жени са се сбили. Майка ми с всички лекарства, с които я тъпчеха за успокоение, няма как да е била агресивна. Когато я видях, имаше синини по цялото тяло. Поисках да я освидетелстват, бях шокирана, когато получих удостоверенията от ""Съдебна медицина"". Заключението е, че нараняванията са с различна давност, което означава, че това не е еднократно нанесен побой"", заяви в ""Денят започва"" дъщерята на починалата жена. От дома отказват коментар по случая. Според тях синините на възрастната жена са нанесени от друга обитателка на дома. Прокуратурата проверява случая, експертизите не са готови. От Агенцията за социални услуги заявяват, че не знаят за инцидента в дома. От началото на годината са правени 4 проверки, предстои да бъдат издадени различни предписания. Вижте още във видеото.  Репортер: Деян Михайлов Гледайте повече теми от ""Денят започва""",Варна," жена, майка",смърт
Вятърът във Варна отнесе пенсията на възрастна жена,https://bntnews.bg/news/vyatarat-vav-varna-otnese-pensiyata-na-vazrastna-zhena-1184753news.html,bntnews.bg,TV news,2022-02-09 17:26:00,"Бурният вятър във Варна отнесе пенсията на възрастна жена. Силните пориви на вятъра са я повалили на земята пред пощенския клон, където си е получила пенсията и всичките 370 лева са се разпилели. Близка на възрастната жена се обърна в социалните мрежи с молба, ако някой намери пари в този район, да ги върне. Призивът трогна мнозина и за кратко време сумата беше събрана от варненци, а парите ѝ бяха предадени днес. Възрастната жена не пожела да застане пред камерата и да си каже името, отказа дори да вземе и събраната от дарителите сума. Каза обаче, че е трогната и безкрайно благодари за жеста. Вятърът е бил толкова силен, че жената не помни как се е озовала на земята и е изгубила пенсията си. Притеснена, че е останала без парите, с които трябва да изкара месеца, разказва за случилото се на своя близка. Тя пък споделя за болката ѝ в социалните мрежи. Варненци не само се трогват от тази история, но и за час и половина събират много повече пари от пенсията ѝ от 370 лева. Останалата част също ще бъде дарена на нуждаещи се хора. Вижте повече във видеото Репортер: Силвия Русенова","Варна, Русе", жена,уби
Мъж уби съпругата си в руенското село Ябълчево,https://bntnews.bg/news/mazh-ubi-saprugata-si-v-ruenskoto-selo-yabalchevo-1184263news.html,bntnews.bg,TV news,2022-02-05 16:52:00,"47-годишен мъж е убил жена си в руенското село Ябълчево. Престъплението е извършено в дома на семейството. По информация на полицията мъжът нанесъл множество удари с дърво по главата и тялото на 48-годишната си съпруга. Ударил я снощи, после си легнали, а на сутринта се събудил и излязъл. Връщайки се в дома си, я намерил починала в леглото. Мъжът сам отишъл в медицинската служба в Руен, за да съобщи за смъртта. Пред разследващите обаче не е обяснил какви са причините за агресията. Мъжът е бил задържан.  Откриха части от тяло на жена в Разград, задържан за убийството е съпругът ѝ Трупът на жената е откаран за аутопсия в отделение ""Съдебна медицина"" при УМБАЛ- Бургас. По случая е образувано досъдебно производство.  Репортер: Давид Сукнаров","Бургас, Разград, Руен",съпруга,"уби, смърт"
"Специално: Проговори личният лекар на жената, починала в Спешното отделение във Враца",https://bntnews.bg/news/specialno-progovori-lichniyat-lekar-na-zhenata-pochinala-v-speshnoto-otdelenie-vav-vraca-1184049news.html,bntnews.bg,TV news,2022-02-03 18:02:00,"След трагедията във Враца предстои да бъде изготвена и съдебно-медицинската експертиза, която ще установи причината за смъртта на 43-годишната Миглена, която угасна пред очите на невръстното си дете. Днес беше извършена ексхумацията и аутопсията ѝ. За втори ден граждани се събраха на протест с искане за оставка на ръководството на Многопрофилната болница. Такава среща обаче не се осъществи. Екипът на БНТ също опита да разговаря с ръководството на болницата, но без резултат. Протест пред болницата във Враца - от възмущение, безсилие и нетърпимост след случая с починалата жена Все още няма категорични заключения за смъртта на 43-годишната жена от Враца. Извършена е ексхумация и аутопсия на тялото. Предстои да бъде изготвена и съдебно-медицинска експертиза, която ще установи причината за настъпилата смърт. Преди критичния ден 43-годишната Миглена е била шест дни на домашно лечение. Посетила е личния си лекар в понеделник, на 24 януари, заради хрема и лека температура. Изследвана е за COVID-19, тестът и бил отрицателен. Лечението е започнало от същия ден, в който е дошла. С антибиотик, тя каза, че си има прахчета вкъщи и аспирин. Аз съм ѝ пуснала и малко други неща за кашлица, ако се появи. И понеже така протича при всички, се разбрахме, ако има усложнения, висока температура или се появи задух, да дойде жената пак отново. Повече не се обади. Сега колко е провеждано и как е провеждано, аз не мога да кажа. Тя не е имала придружаващи заболявания, обясни д-р Цветанка Генкова, личен лекар. Втори ден директорът на МБАЛ-Враца не може да бъде открит. Въпреки социалното напрежение в града - коментар по всичко случващо се отказаха и от Община Враца. От отдел ""Закрила на детето"" обясниха, че детето на починалата жена остава при бабата и дядото по майчина линия. Те са заявили пред социалната институция, че ще се грижат за внучето си. С детето вече работят и психолози, заради загубата на майка му, като на този етап няма промяна в поведението на детето. Оттук нататък детето ще бъде настанено при бабата и дядото по майчина линия. Те ще се грижат за него, ние ще ги наблюдаваме постоянно, ще ги подпомагаме. В момента детето се чувства добре, разговаряме с роднините, няма нарушение в поведението, в съня, хранителния режим, каза Незабравка Костова - началник Отдел ""Закрила на детето"" към Дирекция ""Социално подпомагане"" - Враца. Детето ще получи и финансова помощ. Дирекция ""Социално подпомагане"" ще подпомогне семейството с еднократна помощ съгласно чл.16 от правилника за прилагане на Закона за социално подпомагане, ще бъде с месечно подпомагане, в зависимост ако детето отговаря на условията, защото сега получава и пенсия заради бащата, който е починал преди 3 години, допълни Незабравка Костова - началник Отдел ""Закрила на детето"" към Дирекция ""Социално подпомагане"" - Враца. Много хора поискаха да направят дарения в помощ на семейството на починалата Миглена. Разкрита е и банкова дарителска сметка. В инициативата се включи и Мая от Враца, която не за първи път организира благотворителни кампании. Много хора ми писаха от страната и чужбина за това как да помогнат на семейството. Пари за детето ще се събират в единствената официална банкова сметка на законния настойник на детето, а това е неговата баба, каза Мая. Първи данни от разследването на прокуратурата ще научим най-рано утре. Репортер: Мирослава Георгиева ",Враца, жена,смърт
Изслушват министър Сербезова в парламента след трагедията с починалата жена във Враца,https://bntnews.bg/news/izslushvat-ministar-serbezova-v-parlamenta-sled-tragediyata-s-pochinalata-zhena-vav-vraca-1183959news.html,bntnews.bg,TV news,2022-02-03 07:05:00,"Министърът на здравеопазването Асена Сербезова ще бъде изслушана в здравната комисия в парламента. Протест пред болницата във Враца - от възмущение, безсилие и нетърпимост след случая с починалата жена След трагедията в спешното отделение във врачанската болница, при която млада жена почина, а обществото избухна от възмущение тя ще трябва да отговори на въпроси на депутатите, свързани с работата на Спешната помощ в страната. След смъртта на жена в болницата във Враца - пред БНТ говори мъжът ѝ След случая министър Сербезова назначи проверка на всички спешни отделения в страната, създаде и работна група, която в спешен порядък да извърши преглед на действащия към момента медицински стандарт по специалност ""Спешна медицина"". Медицинската сестра от спешното във Враца: Не мисля, че е моя вината, щом толкова време са държали жената вкъщи",Враца, жена,смърт
"Специално за БНТ: Говори човекът, намерил прегазеното момиче край Гоце Делчев",https://bntnews.bg/news/specialno-za-bnt-govori-chovekat-nameril-pregazenoto-momiche-krai-goce-delchev-1183923news.html,bntnews.bg,TV news,2022-02-02 18:42:00,"Специално пред БНТ проговори човекът, намерил тялото на прегазената край Гоце Делчев Виктория. Сейхан Халиов се прибирал към дома си в село Абланица, когато попаднал на ужасяващата гледка. Той смята, че в тази ситуация всички замесени трябва да бъдат разследвани и да получат справедливо наказание. 17-годишното момиче беше прегазено на пътя между селата Хвостяне и Дъбница вечерта на 29 януари, а шофьорът избяга от местопроизшествието. По-късно бяха задържани шестима мъже - двама, с които е пътувала непълнолетната Виктория и други четирима от колата, която я е прегазила. Прокуратурата повдигна обвинение на Реджеп Алиев затова, че е предизвикал произшествието и е избягал и второ, затова че е шофирал под въздействието на марихуана. В момента тече 3-годишният му изпитателен срок тъй като през 2019 година е получил условна присъда, защото пак е бил заловен да шофира под въздействието на канабис. Вчера Съдът в Благоевград го пусна под домашен арест. Във фаталната вечер Сейхан Халилов се прибирал към дома си в село Абланица, когато забелязал нещо на пътя. Помислих го първоначално за дърво и викам да спра да разчистя пътя, за да не стане ПТП и когато се доближих до по-голямото парче видях, че е човек и тогава подадох сигнал на 112, казва Сейхан Халиов. Минути преди това на спешния телефон постъпил и друг сигнал за същото място. 13 минути преди мене, казаха от полицията, че шофьора на снегорина, където е минавал, е забелязал двама души да гонят някоя жена, момиче по полето и от там вече не знам какво е ставало, допълва мъжът. Според Сейхан Халиов всички замесени при инцидента са виновни и младежите, които не са спрели, след като са прегазили младата жена, както и тези, с които е пътувала тя. Няма значение какво е , да спре! Да спре да провери, дори и куче да е, ако е неговото дете пак ще го остави?! В тая ситуация всички са за затвора. Може да е убита първо и да е оставена там да замажат положението, но и другото момче, където е карал дрогиран колата и той трябва да бъде наказан, допълва Сейхан Халиов. След убийството на пътя край Гоце Делчев: Свидетели са подали сигнал за агресия минути преди фаталния инцидент Късно снощи обвиненият Реджеп Алиев се прибра в дома си, където ще остане под домашен арест. Близките му казаха, че се чувства зле и не желае да говори за случилото се. Дойдоха си, влезнаха, нищо не казаха, нищо не знам... болен е, не искал да приказва, казва Реджеп Алиев, дядо на обвинения Реджеп Алиев. В Хвостяне хората познават обвиненият Реджеп като примерно момче от добро семейство. В съседното село Абланица обаче, разказват, че преди дни Реджеп пребил жестоко друго момче. Така го е бил, че ако е нямало други там да му помогнат щеше да е пътник и той. И момчето се страхува да пусне жалба, за да не бъде бит пак, допълва Сейхан Халиов. По разследването за смъртта на 17-годишната Виктория са назначени три експертизи съдебно-медицинска, техническа и ДНК експертиза, които ще бъдат готови до два месеца. Очаква се те да дадат яснота какво е било състоянието на момичето преди да бъде блъснато. Екип на БНТ-Благоевград","Благоевград, Гоце Делчев",момиче,"уби, преби, смърт"
"Протест пред болницата във Враца - от възмущение, безсилие и нетърпимост след случая с починалата жена",https://bntnews.bg/news/protest-pred-bolnicata-vav-vraca-ot-vazmushtenie-bezsilie-i-netarpimost-sled-sluchaya-s-pochinalata-zhena-1183917news.html,bntnews.bg,TV news,2022-02-02 18:12:00,"Протест пред Спешното отделение на Врачанската болница тази вечер. Хората настояват за промяна в здравната система - омерзени и скандализирани са от това, което се вижда във видеото, разпространено в социалните мрежи, където майка гасне пред очите на невръстното си дете на регистратурата в болницата, докато от нея се изискват различни документи. В памет на починалата 43-годишна жена гражданите запалиха свещички пред сградата на Спешното отделение. Стигна се и до ескалация на напрежението, в опит протестиращите да нахлуят в спешно приемно отделение, но полицията ги спря. Хората настояват и за оставка на директора на болницата. Пред камерата на БНТ възмутени граждани разказаха лични примери за това колко са недоволни от медицинското обслужване.  Продължава разследването за смъртта на жената в спешното отделение във Враца. Разпитани са свидетели и близки на починалата. Иззета е медицинската документация от МБАЛ - Враца, видеозаписи от спешното отделение, както и трудови договори и длъжностни характеристики на служители. Предстои да бъде направен детайлен анализ на всички приети и отработени повиквания на телефон 112, които са били получени от Центъра за спешна медицинска помощ. Според Николай, който живеел с Миглена и сина ѝ на семейни начала от спешния център са отказали да изпратят линейка. Казаха ми, че щом съм в рамките на града, по-добре да я докарам аз. Попитаха ме дали е в кондиция, казах да, тя се движи обаче, ...ми докарайте я вие. При което веднага затворих телефона и я закарах в спешното. След смъртта на жена в болницата във Враца - пред БНТ говори мъжът ѝ От Спешния център не смятат за отказ отговора, който са дали на мъжа - да докара жената в болницата, щом тя е в рамките на града. По системата на 112 няма такъв разговор, че е отказана изпращането на линейка със съответен екип. Той разговорът, се прави за да се прави триаж, за да се прецени какъв екип да бъде изпратен, долекарски, лекарски, реанимационен и така. И той ще ти изпратите ли линейка или аз да дойда, след което ми добре, докарайте след като сте в рамките на града, каза д-р Иван Станьов - ординатор в ЦСМП - Враца. Според директора на РЗИ Враца проверката трябва да започне от сигнала на спешния тел. 112. Ще започне тази проверка от това дали е имало повикване при спешен център, дали са се отзовали, каза д-р Орлин Димитров - директор на РЗИ Враца. След като Николай е откарал с личния си автомобил жената и детето й, започнали документалните процедури. Каква е съдбата на детето на починалата жена от Враца? 5-годишното дете, което остана без майка, няма да бъде настанено в социална институция. Попечители са бабата и дядото, тъй като Николай няма брак с майка му. За него ще се грижат той и сестрата на майката. Предстои да бъде извършена ексхумация и аутопсия на починалата жена, за да се изготви съдебномедицинската експертиза, която ще установи причината за смъртта. По случая се очаква обобщена информация и от Изпълнителна агенция ""Медицински одит"" РЗОК - Враца. Репортер: Мирослава Георгиева",Враца, жена,смърт
Започна проверка за смъртта на жена в болницата във Враца,https://bntnews.bg/news/zapochna-proverka-za-smartta-na-zhena-v-bolnicata-vav-vraca-1183870news.html,bntnews.bg,TV news,2022-02-02 12:12:00,"Започна проверка по случай с починалата 44-годишна жена в Спешното във Враца. Тя се извършва от Изпълнителна агенция ""Медицински надзор"", след разпореждане на здравния министър Асена Сербезова. Съдействие по случая ще окажат и екипи на Регионалната здравна инспекция. На този етап попечители на детето остават неговите баба и дядо. Очаква се с него да започне работа и психолог. Николай живеел с Миглена и сина ѝ на семейни начала. По думите му от няколко дни е имала настинка и се е лекувала вкъщи по предписанията на личния лекар. Но в неделя вечерта започнала да диша трудно. От Спешна помощ отказали да изпратят линейка, като разбрали, че болната е от града и може да се движи. В спешното започва сагата с документите, за да бъде приета Миглена. Жена почина, след като чака повече от 30 минути пред спешното във Враца Всичко това продължило около 40 минути, които може да са били решаващи. Това тепърва предстои да бъде изяснено, както и причината за смъртта на жената. 5-годишното дете няма да бъде настанено в социални институции. Попечители стават бабата и дядото, тъй като Николай няма брак с майка му, но той ще продължи да се грижи за него. ""Жената от закрила на детето каза, че ще му се назначи психолог, че ще ходи на психолог, ще го водим където трябва"", каза Таня Иванова - сестра на починалата. Проверка по случая е започнала днес от Медицински надзор, съвместно с РЗИ. ""Ще започне тази проверка от това дали е имало повикване при спешен център, дали са се отзовали. Грешката, която се вижда на този клип, от медицинската сестра от регистратурата, която не е извикала веднага медицинския екип, който е зад вратата в самото отделение"", коментира д-р Орлин Димитров - директор на РЗИ-Враца. Медицинската сестра от спешното във Враца: Не мисля, че е моя вината, щом толкова време са държали жената вкъщи Тази вечер жителите на Враца излизат, за да изразят недоволството от здравната система и защото случилото се с 44-годишната жена не е единствен случай. Протестът е от 18.00 часа пред сградата на Спешното във Враца. По темата работи Мирослава Георгиева",Враца, жена,смърт
След смъртта на жена в болницата във Враца - пред БНТ говори мъжът ѝ,https://bntnews.bg/news/sled-smartta-na-zhena-v-bolnicata-vav-vraca-pred-bnt-govori-mazhat-ѝ-1183851news.html,bntnews.bg,TV news,2022-02-02 09:21:00,"Жителите на Враца готвят протест след трагедията, която завърши със смъртта на млада жена пред регистратурата на спешното отделение в града. Недоволството им е насочено към спешната помощ. Все още не е ясна причината, поради която линейката не е тръгнала към дома на починалата жена. Разследване трябва да установи причините за смъртта на жената. Днес започва проверка, поискана и от здравния министър Асена Сербезова. Пред кореспондентите ни във Враца говори Николай Иванов, мъж на починалата жена: ""Боледува от седмица, настинка се оказа. Всичко вървеше що-годе добре. В неделя вечерта се почувства зле, затруднено дишане и прецених, че е най-добре да се обадим на 112. Вдигнаха ми, казах какви са симптомите, поискаха да ѝ премеря температурата. Аз им обясних, че видимо на усет няма температура, тя е студена и не може да диша. Попитаха ме дали е в кондиция, казах - да... -Ами, докарайте я вие. Какво да правя друго? Бързо я облякох и я докарах в Спешното. Спрях пред вратата, влязох вътре и извиках за помощ - моля ви се, помогнете, вече виждам я, че става много зле"", коментира Николай Иванов. По темата работи Мирослава Георгиева Гледайте повече теми от ""Денят започва""",Враца, жена,смърт
След 30 изгубени минути пред спешния център: Жена почина във врачанска болница (Обзор),https://bntnews.bg/news/sled-30-izgubeni-minuti-pred-speshniya-centar-zhena-pochina-vav-vrachanska-bolnica-obzor-1183802news.html,bntnews.bg,TV news,2022-02-01 20:09:00,"Видеоклип от врачанското спешно отделение взриви социалните мрежи в последните часове. 44-годишна жена, която била в критично състояние, вместо да бъде незабавно приета в спешното, ѝ изисквали лична карта. Всичко това обаче се случва пред очите на детето ѝ. След около 40-минутна административна процедура, жената е приета, но час по-късно издъхва. В неделя късно вечерта в тежко състояние е била 44-годишна жена от с. Пудрия. Мъжът, с когото живеела, е повикал линейка, но след като такава не дошла, я откарал, заедно с детето ѝ, до спешното във Враца. Там вместо веднага да бъде приета по спешност, на регистратурата й поискали личните документи, защото такава е процедурата. Очевидец на всичко става Иван Илиев, който започнал да снима с телефона си. На кадрите се вижда как сестрата настоява за документите и разбърква нещо. Оказва се, че отново се следва протоколът, а именно: направен е тест за ковид. Жената обаче изпаднала в критично състояние. ""Администраторката не предприе някакви бързи действия. Тя му помогна там, свалиха жената на количката с едно детенце, видимо в много лошо състояние, направо главата ѝ увисваше надире. Сестрата започна да го разпитва, дай ми лична карта, ама тя има ли тест за ковид. Той човекът беше притеснен, изпусна портмонето и се разхвърчаха там документи, вика: ""Какви лични карти, аз не знам къде ги държи, не виждаш ли, че тя умира"", разказва очевидецът. Повече от половин час 44-годишната жена чака да бъде приета. Около час по-късно, въпреки лекарската намеса, тя издъхва в противошокова зала. Медицинската сестра на регистратурата ще бъде дисциплинарно уволнена, заяви директорът на болницата. ""Тя е била с масирана белодробна емболия, според мнението на колегите, но това загубено време би могло да бъде полезно при опита да спасят жената. Разбира се, аз ще предприема своите крути мерки, както административни, така и финансови"", каза д-р Петър Керемедчиев. Днес обаче се оказа, че сестрата отново е на работа. Медицинската сестра от спешното във Враца: Не мисля, че е моя вината, щом толкова време са държали жената вкъщи ""Не виждам да съм се забавила кой знае колко, ние сме задължени, ако тази жена примерно я вкараме и е починала, без да е регистрирана, тогава къде е вината? Да, може би съм се забавила с някакво време, за което съжалявам, но не мисля че вината е моя, при положение че те толкова време са я държали вкъщи"", обясни Виктория Христова. Все още не е ясно защо линейка не се е отзовала на сигнала до село Пудрия. Днес телефоните на директора на Центъра за спешна медицинска помощ във Враца не отговаряха. По случая се е самосезирала Окръжна прокуратура - Враца, по образувано досъдебно производство по чл. 123 от НК - причиняване на смърт поради незнание или немарливо изпълнение на правно регламентирана дейност. Прокуратурата, РЗИ и ИА ""Медицински надзор"" започват проверки по случая с починалата във Враца жена Проверка ще бъде извършена от ""Медицински надзор"" и РЗИ, по разпореждане на здравния министър. Тече разследване за причината за смъртта на жената. Ще бъдат разпитани на свидетели, дежурните медицински лица, както и лицата, отговарящи за сигнали на спешен телефон 112. В следващите дни предстои да бъде извършена ексхумация. Днес жители на Враца се събраха пред спешното отделение, за да обмислят как да помогнат на детето на починалата, което остава без родители. Вероятно то ще остане при баба си и дядо си. Репортер: Мирослава Христова","Враца, с. Пудрия", жена,смърт
"Медицинската сестра от спешното във Враца: Не мисля, че е моя вината, щом толкова време са държали жената вкъщи",https://bntnews.bg/news/medicinskata-sestra-ot-speshnoto-vav-vraca-ne-mislya-che-e-moya-vinata-shtom-tolkova-vreme-sa-darzhali-zhenata-vkashti-1183791news.html,bntnews.bg,TV news,2022-02-01 17:26:00,"44-годишна жена е починала, след като е чакала повече от 30 минути пред спешното отделение във Враца в неделя вечер. Видеоклип, разпространен в социалните мрежи показва, че мъжът, довел жената, спори със сестрата на регистратурата. От регистратурата започват да се извършват административните процедури при приемането в отделението, но в същото време жената е в критично състояние. Малко по-късно тя е приета, но въпреки лекарската намеса, е издъхнала. Видеото е разпространено едва вчера. Жената вече е погребана, но предстои ексхумация на тялото, защото е възложена съдебномедицинска експертиза, която да установи причината за смъртта. Днес, когато потърсихме директора на лечебното заведение за коментар, на регистратурата същата медицинска сестра отново беше на работа. Тя изказа своята позиция: - На клипа се вижда, че вие се бавите? Виктория Христова: Трябваше да я регистрирам, правих ѝ тест, влязох вътре докато мъжът си намери личната карта, влязох, предадох на докторката и веднага беше влязла жената. Не виждам да съм се забавила кой знае колко, тъй като ние сме задължени, ако тази жена примерно я вкараме и е починала, без да е регистрирана, тогава къде е вината? Той каза, че е от няколко дни това нещо. Да, може би съм се забавила с някакво време, за което съжалявам, но не мисля, че вината е моя, при положение, че те толкова време са я държали вкъщи и не са обърнали внимание. Аз съм си подала молбата за напускане, така че... Прокуратурата, РЗИ и ИА ""Медицински надзор"" започват проверки по случая с починалата във Враца жена Директорът на МБАЛ ""Христо Ботев"" д-р Петър Керемедчиев изразява негативно отношение към поведението на колегите си. ""Времето, загубено пред регистратурата, би могло да се оползотвори за спасяването на човека. Тя не загива там, разбира се, загива по-късно в противошокова зала, в ръцете на реанимационен екип, но това, което се вижда на клипа, е абсолютно безсърдечие"", каза той. Д-р Керемедчиев заяви, че ще предприеме необходимите административни и финансови мерки, за да не се повтаря подобен случай. Видеоклипът е заснет от Иван Илиев в неделя вечерта, когато той вижда, че жената, заедно с детето си, е докарана пред спешното отделение. ""Чаках отвън за информация за съпругата си, и по едно време спира автомобила на рампата и някакъв мъж почва да крещи - айде, бе колко време ще чакам, Бърза помощ не дойде, няма кой да ми помогне да я стоварим на количката. Гледам, администраторката не предприе бързи действия, та да се види, че реагира бързо. Извадих телефона. Тя му помогна, свалиха жената, жена с детенце, видимо в лошо състояние. главата ѝ увисваше. Тя (сестрата, бел. ред.) започна да го разпитва - дай ми личната карта, има ли тест за ковид, той човекът беше притеснен, изпусна портмонето и се разпиляха документи. Тя взе да прави тестове, неадекватна работа"", разказва Илиев. Момченцето, което се вижда на клипа, е син на починалата жена, но мъжът, който ги е докарал до болницата, не е неговият баща, а само е живял с тях. На адреса им в с. Пудрия има полиция и разследващи. Тепърва ще се изясни при кого ще остане детето. Вижте повече в прякото включване на Мирослава Георгиева","Враца, с. Пудрия", жена,смърт
